name,office,date,text,name_clean,bgimg_trump,bgimg_martial,bgimg_notes,logo_trump,logo_martial,logo_notes,page_payment_request_button_enabled,page_donor_buckets_enabled,organization_uid,organization_name,description,og_title,og_description,og_url,og_site_name,og_locale,og_type,twitter_card,twitter_url,twitter_title,twitter_description,ref_number
Missouri College Republicans,MO,4/25/2021,,missouri_college_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_9BcAiZrYSGUGNfAeECrN1Yvu,Missouri College Republicans,First Donation Page,Missouri of College Republicans,Donate today! Missouri of College Republicans,https://secure.winred.com/mscr/donate?sc=winred-directory&money_bomb=false&recurring=false,Missouri College Republicans,en_US,website,summary_large_image,https://secure.winred.com/mscr/donate,Missouri of College Republicans,Donate today! Missouri of College Republicans,658
Montana Republican Legislative Campaign Committee,MT,4/25/2021,Donate to the Montana Republican Legislative Campaign Comittee,montana_republican_legislative_campaign_committee,0,0,,0,0,,TRUE,FALSE,rv_org_ZzDFS1Dgfs9f1A5hxJffJjGZ,Montana Republican Legislative Campaign Committee,"<p style=""text-align: center;""><span style=""font-size: 14pt;""><strong>Donate to the Montana Republican Legislative Campaign Comittee</strong></span></p>",Donate today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/montana-republican-legislative-campaign-committee/donate?sc=winred-directory&money_bomb=false&recurring=false,Montana Republican Legislative Campaign Committee,en_US,website,summary_large_image,https://secure.winred.com/montana-republican-legislative-campaign-committee/donate,Donate today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,659
Moore County Republican Party,NC,4/25/2021,"Drawing inspiration from our Party’s history, today’s Republicans believe individuals, not government, make the best decisions; all people are entitled to equal rights; and decisions are best made close to home.",moore_county_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_ysihC8MdsEYYFVX6rLNYHQG6,MOORE COUNTY REPUBLICAN PARTY,"<p style=""text-align: center;"">Drawing inspiration from our Party’s history, today’s Republicans believe individuals, not government, make the best decisions; all people are entitled to equal rights; and decisions are best made close to home. </p>
<p></p>",Support the Moore County Republican Party,Thanks for your support,https://secure.winred.com/moore-county-republican-party/donate-today?amount=5,MOORE COUNTY REPUBLICAN PARTY,en_US,website,summary_large_image,https://secure.winred.com/moore-county-republican-party/donate-today,Support the Moore County Republican Party,Thanks for your support,660
NC Republican Party,NC,4/25/2021,Keeping North Carolina RED requires resources. Support the North Carolina Republican Party!,nc_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_A8Xa7tm63Uc8aj4g84hFd1Lv,NC Republican Party,"<p style=""text-align: center;""><span style=""font-size: 14pt; color: #000000;""><span style=""background-color: #ffffff; font-family: 'helvetica neue', Helvetica, Arial, 'lucida grande', sans-serif;"">Keeping North Carolina RED requires resources.</span></span></p>
<p style=""text-align: center;""><span style=""font-size: 14pt; color: #000000;"">Support the North Carolina Republican Party!</span></p>
<p style=""text-align: center;""></p>",NC Republican Party - State Level,NC Republican Party - State Level,https://secure.winred.com/nc-republican-party/donate?sc=winred-directory&money_bomb=false&recurring=false,NC Republican Party,en_US,website,summary_large_image,https://secure.winred.com/nc-republican-party/donate,NC Republican Party - State Level,NC Republican Party - State Level,661
Sarpy County Republican Party,NE,4/25/2021,"Donate to Sarpy County Republicans Today! Please support us by providing much needed funding to get our candidates elected! The future of our county, state, and country rely on wise decision making. They cannot choose wisely if they are not informed! Help the Sarpy Country Republican Party to get the word out!",sarpy_county_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_01efz6054r15pc1f2brqk3prxv,Sarpy County Republican Party,"<p style=""text-align: center;""><span style=""font-size: 18pt;"">Donate to Sarpy County Republicans Today!</span></p>
<p>Please support us by providing much needed funding to get our candidates elected!  The future of our county, state, and country rely on wise decision making.  They cannot choose wisely if they are not informed!</p>
<p style=""text-align: center;""><span style=""font-size: 18pt;""></span></p>
<p>Help the Sarpy Country Republican Party to get the word out!</p>",Donate to the Sarpy County Republican Party!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/sarpy-county-gop/donate?sc=winred-directory&money_bomb=false&recurring=false,Sarpy County Republican Party,en_US,website,summary_large_image,https://secure.winred.com/sarpy-county-gop/donate,Donate to the Sarpy County Republican Party!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,662
Douglas County Republican Party,NE,4/25/2021,"We need you to be active in the party - actively volunteering, actively donating, and actively helping any way you can. Together, we can accomplish our mission. Divided, we stand no chance. It is time to rededicate ourselves to the ideals that unite us and begin the good work of electing great Republicans. Support the Douglas County Republican Party!",douglas_county_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_EXnSaKcT2ooTeGTSpe58XnsT,Douglas County Republican Party,"<p style=""text-align: center;"">We need you to be active in the party - actively volunteering, actively donating, and actively helping any way you can. Together, we can accomplish our mission. Divided, we stand no chance. It is time to rededicate ourselves to the ideals that unite us and begin the good work of electing great Republicans.</p>
<p style=""text-align: center;""></p>
<p style=""text-align: center;"">Support the Douglas County Republican Party!</p>
<p></p>",Support the Douglas County Republican Party,Click here to beat the Democrats!,https://secure.winred.com/douglas-county-gop/donate?sc=winred-directory&money_bomb=false&recurring=false,Douglas County Republican Party,en_US,website,summary_large_image,https://secure.winred.com/douglas-county-gop/donate,Support the Douglas County Republican Party,Click here to beat the Democrats!,663
New Hampshire Young Republicans,NH,4/25/2021,Support New Hampshire Young Republicans Help take back New Hampshire!,new_hampshire_young_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_urqCsvPpsukMQ3k5ZVWn3kRw,New Hampshire Young Republicans,"<p style=""text-align: center;""><span style=""font-size: 18pt; color: #a2001b;""><strong>Support New Hampshire Young Republicans</strong></span></p>
<p style=""text-align: center;""><span style=""color: #a2001b;"">Help take back New Hampshire!</span></p>",New Hampshire Young Republicans,Deadline at MIDNIGHT >>>,https://secure.winred.com/nhyr/donate?sc=winred-directory&money_bomb=false&recurring=false,New Hampshire Young Republicans,en_US,website,summary_large_image,https://secure.winred.com/nhyr/donate,New Hampshire Young Republicans,Deadline Monday >>>,664
Committee To Elect Kerry J. Morris To New Mexico Supreme Court,NM,4/25/2021,"Thank you for supporting the Committee to Elect Kerry J. Morris to New Mexico Supreme Court. Our committee has received public financing in order to keep large money out of judicial races. However, The New Mexico Voter Action Act does allow our committee to collect small donations from registered New Mexico voters of up to $100 per person. These donations will allow our campaign to reach more voters across the state of New Mexico. Per the Judicial Code of Conduct, candidates may not solicit donations or have knowledge of the donors to this page, contributions are monitored by Committee to Elect Kerry J. Morris to New Mexico Supreme Court.",committee_to_elect_kerry_j_morris_to_new_mexico_supreme_court,0,0,,0,0,,TRUE,FALSE,rv_org_Y1pxLKwFDdqaF3so2bFEr1MB,Committee to Elect Kerry J. Morris to New Mexico Supreme Court,"<p>Thank you for supporting the Committee to Elect Kerry J. Morris to New Mexico Supreme Court. Our committee has received public financing in order to keep large money out of judicial races. However, The New Mexico Voter Action Act does allow our committee to collect small donations from registered New Mexico voters of up to $100 per person. These donations will allow our campaign to reach more voters across the state of New Mexico. Per the Judicial Code of Conduct, candidates may not solicit donations or have knowledge of the donors to this page, contributions are monitored by Committee to Elect Kerry J. Morris to New Mexico Supreme Court.</p>",Support Kerry Morris for New Mexico Supreme Court,Thanks for your support,https://secure.winred.com/kerry-morris/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Committee to Elect Kerry J. Morris to New Mexico Supreme Court,en_US,website,summary_large_image,https://secure.winred.com/kerry-morris/donate-today,Support Kerry Morris for New Mexico Supreme Court,Thanks for your support,665
Commette To Elect Barbara V. Johnson For New Mexico Court Of Appeals,NM,4/25/2021,"Thank you for supporting the Committee to Elect Barbara V. Johnson for New Mexico Court of Appeals. Our committee has received public financing in order to keep large money out of judicial races. However, The New Mexico Voter Action Act does allow our committee to collect small donations from registered New Mexico voters of up to $100 per person. These donations will allow our campaign to reach more voters across the state of New Mexico. Per the Judicial Code of Conduct, candidates may not solicit donations or have knowledge of the donors to this page, contributions are monitored by the Committee to Elect Barbara V. Johnson for New Mexico Court of Appeals Treasurer.",commette_to_elect_barbara_v_johnson_for_new_mexico_court_of_appeals,0,0,,0,0,,TRUE,FALSE,rv_org_eKxeyF2AJbyDYZg2icx1Uq6f,Commette to Elect Barbara V. Johnson for New Mexico Court of Appeals,"<p class=""MsoNormal"" style=""text-align: left;"">Thank you for supporting the Committee to Elect Barbara V. Johnson for New Mexico Court of Appeals. Our committee has received public financing in order to keep large money out of judicial races. However, The New Mexico Voter Action Act does allow our committee to collect small donations from registered New Mexico voters of up to $100 per person. These donations will allow our campaign to reach more voters across the state of New Mexico. Per the Judicial Code of Conduct, candidates may not solicit donations or have knowledge of the donors to this page, contributions are monitored by the Committee to Elect Barbara V. Johnson for New Mexico Court of Appeals Treasurer.</p>",Support Barbara Johnson for Court of Appeals,Thanks for your support,https://secure.winred.com/barbara-johnson/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Commette to Elect Barbara V. Johnson for New Mexico Court of Appeals,en_US,website,summary_large_image,https://secure.winred.com/barbara-johnson/donate-today,Support Barbara Johnson for Court of Appeals,Thanks for your support,666
Staten Island Young Republicans,NY,4/25/2021,,staten_island_young_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_01eh36czbsfr2km0rcb8jgweq7,Staten Island Young Republicans,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,Support the Staten Island Young Republicans,Your support allows us to organize and grow our grassroots army so that we can work to elect Republicans to office up and down the ballot...,https://secure.winred.com/staten-island-young-republicans/donate?sc=winred-directory&money_bomb=false&recurring=false,Staten Island Young Republicans,en_US,website,summary_large_image,https://secure.winred.com/staten-island-young-republicans/donate,Support the Staten Island Young Republicans,Your support allows us to organize and grow our grassroots army so that we can work to elect Republicans to office up and down the ballot...,667
Wanda Nunez For Mayor,NY,4/25/2021,Change is Coming! Donate to Wanda Nunez for NYC Mayor today!,wanda_nunez_for_mayor,0,0,,0,0,,TRUE,FALSE,rv_org_01ezq4e39mzjm9dy03xv6n7ypf,Wanda Nunez For Mayor,Wanda Nunez for Mayor Donation Page,Donate to Wanda Nunez for Mayor today!,Wanda Nunez for Mayor Donation Page,https://secure.winred.com/wandanunezformayor/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Wanda Nunez For Mayor,en_US,website,summary_large_image,https://secure.winred.com/wandanunezformayor/donate-today,Donate to Wanda Nunez for Mayor today!,Wanda Nunez for Mayor Donation Page,668
New York Federation Of College Republicans,NY,4/25/2021,Make an investment into the future of the Republican Party and help empower conservative students to speak out and fight back on college campuses across New York State!,new_york_federation_of_college_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_01ebm3c0hvjzrws7ph39td2a02,New York Federation of College Republicans,"<p style=""text-align: center;""><span style=""color: #43525e; text-align: left;"">Make an investment into the future of the Republican Party and help empower conservative students to speak out and fight back on college campuses across New York State!&nbsp;</span></p>",Support the New York College Republicans!,Make a donation towards our students today!,https://secure.winred.com/nyfcr/donate?sc=winred-directory&money_bomb=false&recurring=false,New York Federation of College Republicans,en_US,website,summary_large_image,https://secure.winred.com/nyfcr/donate,Support the New York Federation of College Republicans,Thank you for your generous support!,669
Kings County Republican Party County Committee,NY,4/25/2021,"Thank you for supporting the Brooklyn Republican Party! We are dedicated to supporting Republican candidates and initiatives across our borough. Since our founding, we have served as a pillar in the Brooklyn community for positive outreach and influential change. Every dollar makes a difference! We thank you for your support and belief in our efforts.",kings_county_republican_party_county_committee,0,0,,0,0,,TRUE,FALSE,rv_org_01ec83m0a4jbgqws1c4knjs00h,Kings County Republican Party County Committee,"<p class=""p1"" style=""font-size: 16px; color: #525e74;""><span class=""s1"" style=""font-size: 12pt;"">Thank you for supporting the Brooklyn Republican Party! We are dedicated to supporting Republican <b>candidates and initiatives </b>across our borough. Since our founding, we have served as a pillar in the Brooklyn community for <b>positive outreach</b> and <b>influential change</b>.</span></p>
<p class=""p2"" style=""font-size: 16px; color: #525e74;""><span class=""s1"" style=""font-size: 12pt;""></span></p>
<p class=""p1"" style=""font-size: 16px; color: #525e74;""><span class=""s1"" style=""font-size: 12pt;""><em><b>Every dollar makes a difference!</b></em> We thank you for your support and belief in our efforts.</span></p>",Donate - Support the Brooklyn Republican Party!,"Join us today and support our efforts to create a stronger, more diverse borough!",https://secure.winred.com/kings-county-gop/donatebkgop?sc=winred-directory&money_bomb=false&recurring=false,Kings County Republican Party County Committee,en_US,website,summary_large_image,https://secure.winred.com/kings-county-gop/donatebkgop,Donate Today,Support the Brooklyn Republican Party!,670
Adams County Republican Party,OH,4/25/2021,Support the Adams County Republican Party!,adams_county_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_01ej6wg8a2khtaqx671npe795k,Adams County Republican Party,First Donation Page,Support the Adams County Republican Party today!,Thank you for your generous support,https://secure.winred.com/adams-county-republican-party/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Adams County Republican Party,en_US,website,summary_large_image,https://secure.winred.com/adams-county-republican-party/donate-today,Support the Adams County Republican Party today!,Thank you for your generous support,671
Butler County Republican Committee,PA,4/25/2021,Donate to the Butler County Republican Committee! Support America's Team!,butler_county_republican_committee,0,0,,0,0,,TRUE,FALSE,rv_org_01egkjs521fhzhjs6960qp0knf,Butler County Republican Committee,"<p style=""text-align: center;""><strong><span style=""font-size: 18pt;""><span style=""color: #ff0000;"">Donate to the Butler County </span><br><span style=""color: #ff0000;"">Republican Committee!</span> <br></span></strong><strong><span style=""font-size: 18pt;""><span style=""color: #000080;"">Support America's</span></span><span style=""color: #000080;""> <span style=""font-size: 18pt;"">Team!</span></span></strong></p>",Donate to the Butler County Republican Committee Today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/butler-county-republican-committee/bcrcdonate?sc=winred-directory&money_bomb=false&recurring=false,Butler County Republican Committee,en_US,website,summary_large_image,https://secure.winred.com/butler-county-republican-committee/bcrcdonate,Donate to the Butler County Republican Committee Today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,672
Republican Committee Of Lancaster County,PA,4/25/2021,"The proof of Republican governance has been evident throughout County- lower taxes, safer communities and a high standard of living. This has been made possible because of voters like YOU- people who love this County and are committed to entrusting a stronger, safer, better place for the next generation.",republican_committee_of_lancaster_county,0,0,,0,0,,TRUE,FALSE,rv_org_01eb44sfzwv91fvdaarrcqzq86,Republican Committee of Lancaster County,First Donation Page,Support the Republican Committee of Lancaster County,Thanks for your support,https://secure.winred.com/republican-committee-of-lancaster-county/donate?sc=winred-directory&money_bomb=false&recurring=false,Republican Committee of Lancaster County,en_US,website,summary_large_image,https://secure.winred.com/republican-committee-of-lancaster-county/donate,Support the Republican Committee of Lancaster County,Thanks for your support,673
Area 25 Republican Committee,PA,4/25/2021,"Uwchlan Republicans promote a responsible government that enables an individual’s right to spend, work, and communicate as one sees fit. We accomplish this through endorsing candidates and policies that empower all residents in our community to live as they choose according to their natural rights to life, liberty, and the pursuit of happiness. Donate to the Uwchlan County Republicans!",area_25_republican_committee,0,0,,0,0,,TRUE,FALSE,rv_org_01egp45fgmdx20wwj9jtvr5h0z,Area 25 Republican Committee,"<p class=""font_8"" style=""font-size: 18px; font-family: avenir-lt-w01_35-light1475496, sans-serif; text-align: center;""><span style=""color: #000000; font-size: 12pt;""><span>Uwchlan Republicans promote a responsible government that enables an individual’s right to spend, work, and communicate as one sees fit.</span></span></p>
<p class=""font_8"" style=""font-size: 18px; font-family: avenir-lt-w01_35-light1475496, sans-serif; text-align: center;""><span style=""color: #000000; font-size: 12pt;""><span>We accomplish this through endorsing candidates and policies that empower all residents in our community to live as they choose according to their natural rights to life, liberty, and the pursuit of happiness.</span></span></p>
<p class=""font_8"" style=""font-size: 18px; font-family: avenir-lt-w01_35-light1475496, sans-serif; text-align: center;""><span style=""color: #000000;""><span></span></span></p>
<p class=""font_8"" style=""font-size: 18px; font-family: avenir-lt-w01_35-light1475496, sans-serif; text-align: center;""><span style=""color: #000000; font-size: 18pt;""><span>Donate to the Uwchlan County Republicans!</span></span></p>",Donate to the Uwchlan Republican Committee!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/area-25-republican-committee-1f140bad/donate?sc=winred-directory&money_bomb=false&recurring=false,Area 25 Republican Committee,en_US,website,summary_large_image,https://secure.winred.com/area-25-republican-committee-1f140bad/donate,Donate to the Uwchlan Republican Committee!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,674
Upper St Clair Republican Committee,PA,4/25/2021,"PLEASE DONATE TODAY! The Vision of the USCRC is to be the leader for honest, effective, and responsive government in Upper St. Clair, the most influential voice in articulating the message of the Republican Party in Upper St. Clair and the political party of choice for the voters of Upper St. Clair. Your generous contribution will help us fulfill that vision.",upper_st_clair_republican_committee,0,0,,0,0,,TRUE,FALSE,rv_org_01eje5hwtnyfern1hbpegy9cjw,UPPER ST CLAIR REPUBLICAN COMMITTEE,"<div class=""et_pb_module et_pb_testimonial et_pb_testimonial_0 clearfix  et_pb_text_align_center et_pb_bg_layout_light et_pb_testimonial_no_image et_pb_testimonial_no_bg"" style=""text-align: center; color: #666666;"">
<div class=""et_pb_testimonial_description"" style=""font-size: 20px;"">
<div class=""et_pb_testimonial_description_inner"">
<div class=""et_pb_testimonial_content"">
<p><span style=""font-size: 10pt;""><span style=""font-size: 24px;""></span></span></p>
<p><span style=""font-size: 10pt;""><span style=""font-size: 24px;"">PLEASE DONATE TODAY!</span></span></p>
<p><span style=""font-size: 10pt;"">The Vision of the USCRC is to be the leader for honest, effective, and responsive government in Upper St. Clair, the most influential voice in articulating the message of the Republican Party in Upper St. Clair and the political party of choice for the voters of Upper St. Clair.</span></p>
<p><span style=""font-size: 10pt;""></span></p>
<h5 style=""color: #43525e; text-align: center; font-size: 1em !important;""><span>Your generous contribution will help us fulfill that vision.</span></h5>
</div>
</div>
</div>
</div>",Upper St. Clair Republican Committee - Donate,"The Vision of the USCRC is to be the leader for honest, effective, and responsive government in Upper St. Clair, the most influential voice in articulating the message of the Republican Party.",https://secure.winred.com/upper-st-clair-republican-committee/donate-today?sc=winred-directory&money_bomb=false&recurring=false,UPPER ST CLAIR REPUBLICAN COMMITTEE,en_US,website,summary_large_image,https://secure.winred.com/upper-st-clair-republican-committee/donate-today,Upper St. Clair Republican Committee - Donate,"The Vision of the USCRC is to be the leader for honest, effective, and responsive government in Upper St. Clair, the most influential voice in articulating the message of the Republican Party.",675
Beaufort County Republican Party,SC,4/25/2021,"The Beaufort County Republican Party GOP is actively involved in our Lowcountry community. We serve by supporting local candidates, providing volunteers for state and national campaigns, and keeping the conservative voice heard. Our candidates can't win this race without your help. Handing out flyers, word-of-mouth, and donating are all ways of helping the Beaufort County Republican Party achieve our goals together",beaufort_county_republican_party,0,0,,0,0,,TRUE,FALSE,rv_org_01ebhb532gzkfm72jxpc7zc8kd,Beaufort County Republican Party,First Donation Page,Support the Beaufort County Republican Party,Thanks for your support,https://secure.winred.com/beaufort-county-republican-party/donate?sc=winred-directory&money_bomb=false&recurring=false,Beaufort County Republican Party,en_US,website,summary_large_image,https://secure.winred.com/beaufort-county-republican-party/donate,Support the Beaufort County Republican Party,Thanks for your support,676
Rhoden For Lt Governor,SD,4/25/2021,Donate to Rhoden for Lt Governor!,rhoden_for_lt_governor,0,0,,0,0,,TRUE,FALSE,rv_org_01f1dp0ffahh0mbn5g2g086y50,Rhoden for Lt Governor,First Donation Page,Donate to Rhoden for Lt Governor!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/rhoden-for-lt-governor/donate?sc=winred-directory&money_bomb=false&recurring=false,Rhoden for Lt Governor,en_US,website,summary_large_image,https://secure.winred.com/rhoden-for-lt-governor/donate,Donate to Rhoden for Lt Governor!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,677
Team Kid PAC,TN,4/25/2021,"As our students face unprecedented challenges, we believe Tennessee can be the best state in the nation for education. Help us get there by partnering with Team Kid to secure an effective education for all Tennessee kids:",team_kid_pac,0,0,,0,0,,FALSE,FALSE,rv_org_01f0m8k9yezgafjt4jhzw8z01q,Team Kid PAC,"<p><span style=""font-size: 14pt; color: #201644;""><b>As our students face unprecedented challenges, we believe Tennessee can be the best state in the nation for education. Help us get there by partnering with Team Kid to secure an effective education for all Tennessee kids:</b></span></p>",Team Kid PAC: Stand Up for TN Kids!,"As our students face unprecedented challenges, we believe Tennessee can be the best state in the nation for education. Help us get there by partnering",https://secure.winred.com/team-kid-pac/donate?sc=winred-directory&money_bomb=false&recurring=false,Team Kid PAC,en_US,website,summary_large_image,https://secure.winred.com/team-kid-pac/donate,Team Kid PAC: Stand Up for TN Kids!,"As our students face unprecedented challenges, we believe Tennessee can be the best state in the nation for education. Help us get there by partnering",678
Texas House Republican Caucus PAC,TX,4/25/2021,Help Support Texas House Republican Caucus PAC!,texas_house_republican_caucus_pac,0,0,,0,0,,TRUE,FALSE,rv_org_fAKZw9dWqXMZkRzEvSC8wqDR,Texas House Republican Caucus PAC,Donation Page,Texas House Republican Caucus PAC,Help Support Texas House Republican Caucus PAC,https://secure.winred.com/thrcpac/donate?sc=winred-directory&money_bomb=false&recurring=false,Texas House Republican Caucus PAC,en_US,website,summary_large_image,https://secure.winred.com/thrcpac/donate,Texas House Republican Caucus PAC,Help Support Texas House Republican Caucus PAC,679
Texas Federation Of College Republicans,TX,4/25/2021,"The Texas Federation of College Republicans (TXFCR) is made up of chapters on college campuses across the state of Texas. We are the official collegiate arm of the Republican Party of Texas. Our job is to recruit, train, and mobilize the next generation of Republican leadership. We work together with fellow conservative organizations to bring the values of the Republican party to college campuses. Through activism and training, we are bringing new voters into the Republican party and educating them about our values. We connect students with national and in-state candidates so they can learn about those who represent them. Donate to the Texas Federation of College Republicans today!",texas_federation_of_college_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_01epqpfxvc3nwp0xa3114fb4qq,Texas Federation of College Republicans,"<p>The Texas Federation of College Republicans (TXFCR) is made up of chapters on college campuses across the state of Texas. We are the official collegiate arm of the Republican Party of Texas. Our job is to recruit, train, and mobilize the next generation of Republican leadership. We work together with fellow conservative organizations to bring the values of the Republican party to college campuses. Through activism and training, we are bringing new voters into the Republican party and educating them about our values. We connect students with national and in-state candidates so they can learn about those who represent them.</p>
<p>Donate to the Texas Federation of College Republicans today!</p>",WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/texas-federation-of-college-republicans/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Texas Federation of College Republicans,en_US,website,summary_large_image,https://secure.winred.com/texas-federation-of-college-republicans/donate-today,WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,680
Texas Young Republicans,TX,4/25/2021,"Help us build the future of Texas The Texas Young Republicans are the young professionals of the Republican party, charged with electing Republican candidates throughout the great state of Texas, and dedicated to preparing the next generation of conservatives leaders.",texas_young_republicans,0,0,,0,0,,TRUE,FALSE,rv_org_aXSrpSCHR9nVSEbnXKA6EKK1,Texas Young Republicans,"<p style=""color: #43525e; text-align: center;""><strong><span style=""font-size: 16px;"">Help us build the future of Texas</span></strong></p>
<p style=""color: #43525e; text-align: center;""><span style=""font-size: 10pt;"">The Texas Young Republicans are the young professionals of the Republican party, charged with electing Republican candidates throughout the great state of Texas, and dedicated to preparing the next generation of conservatives leaders.</span><span style=""font-size: 16px;""></span></p>",Texas Young Republicans,Support Texas Young Republicans,https://secure.winred.com/tyr/donate?sc=winred-directory&money_bomb=false&recurring=false,Texas Young Republicans,en_US,website,summary_large_image,https://secure.winred.com/tyr/donate,Texas Young Republicans,Support Texas Young Republicans,681
College Republican National Leadership Committee,UT,4/25/2021,Donate to IGNITE CRNC Today! Together we will renew the CRNC.,college_republican_national_leadership_committee,0,0,,0,0,,FALSE,FALSE,rv_org_01f3p3czff4yyy8ergtyys2tnd,College Republican National Leadership Committee,"<p style=""  font-size: 12px;   text-align: center;""><span style=""font-size: 18pt;""><strong>Donate to IGNITE CRNC Today!</strong></span></p>
<p style=""  font-size: 12px;   text-align: center;""><span style=""font-size: 18pt;""><strong></strong></span></p>
<p style=""  font-size: 12px;   text-align: center;""><span style=""font-size: 14pt;"">Together we will renew the CRNC.</span></p>",Donate to IGNITE CRNC Today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/college-republican-national-leadership-committee/donate,College Republican National Leadership Committee,en_US,website,summary_large_image,https://secure.winred.com/college-republican-national-leadership-committee/donate,Donate to IGNITE CRNC Today!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,682
Secure Virginia PAC,VA,4/25/2021,Support the Secure VA PAC! Donate Today!,secure_virginia_pac,0,0,,0,0,,TRUE,FALSE,rv_org_01ecqtp04n1jdzk5v9g3ar88cp,Secure Virginia PAC,First Donation Page,Support the Secure VA PAC!,Thank you for your support!,https://secure.winred.com/secure-virginia-pac/donate-now?sc=winred-directory&money_bomb=false&recurring=false,Secure Virginia PAC,en_US,website,summary_large_image,https://secure.winred.com/secure-virginia-pac/donate-now,Support the Secure VA PAC!,Thank you for your support!,683
Virginia Project,VA,4/25/2021,"Please support the Virginia Project and help us to restore law, order, and sanity to the Commonwealth of Virginia. For more information see https://virginiaproject.com Donating adds you to our email list. Unsubscribe with one click.",virginia_project,0,0,,0,0,,TRUE,FALSE,rv_org_01edf18x87ma8bryc7sg9e7pnx,Virginia Project,"<p style=""color: #354b70; font-size: 15px; background-color: #ffffff; text-align: center;"">Please support the Virginia Project and help us to restore law, order, and sanity to the Commonwealth of Virginia.</p>
<p style=""color: #354b70; font-size: 15px; background-color: #ffffff; text-align: center;"">For more information see <a href=""https://virginiaproject.com"" rel=""nofollow"">https://virginiaproject.com</a></p>
<p style=""color: #354b70; font-size: 15px; background-color: #ffffff; text-align: center;""><em><span style=""font-size: 8pt;"">Donating adds you to our email list. Unsubscribe with one click.</span></em></p>",Support the Virginia Project,Thank you for your support,https://secure.winred.com/the-virginia-project/donate?sc=winred-directory&money_bomb=false&recurring=false,Virginia Project,en_US,website,summary_large_image,https://secure.winred.com/the-virginia-project/donate,Support the Virginia Project,Thank you for your support,684
Labiosa Liberty PAC,VA,4/25/2021,Donate to the Labiosa Liberty PAC Your contribution will be used to benefit conservative campaigns throughout the Commonwealth of Virginia.,labiosa_liberty_pac,0,0,,0,0,,TRUE,FALSE,rv_org_ZsNFUWdJZgdik4Yzjv6QH2dZ,Labiosa Liberty PAC,First Donation Page,Support the Labiosa Liberty PAC,Thanks for your support,https://secure.winred.com/labiosa-liberty-pac/donate-today?sc=winred-directory&money_bomb=false&recurring=false,Labiosa Liberty PAC,en_US,website,summary_large_image,https://secure.winred.com/labiosa-liberty-pac/donate-today,Support the Labiosa Liberty PAC,Thanks for your support,685
Prince William County Republican Committee,VA,4/25/2021,Support the Prince William County Republican Committee,prince_william_county_republican_committee,0,0,,0,0,,TRUE,FALSE,rv_org_01ehana86tvdy6yhxr3v7f20a1,Prince William County Republican Committee,"<p style=""text-align: center;""><span style=""font-size: 18pt;""><strong>Support the <span>Prince William County Republican Committee</span></strong></span></p>",Support the Prince William County Republican Committee,Thank you for your generous support!,https://secure.winred.com/prince-william-county-republican-committee/donate?sc=winred-directory&money_bomb=false&recurring=false,Prince William County Republican Committee,en_US,website,summary_large_image,https://secure.winred.com/prince-william-county-republican-committee/donate,Support the Prince William County Republican Committee,Thank you for your generous support!,686
